Rec,SPE,Acc,Pre,F1,MCC,AUC,AUPR,pdbid,ligid
0.9166666666666666,1.0,0.9962962962962963,1.0,0.9565217391304348,0.9555770053362592,1.0,1.0,3ppn,4CS
0.7647058823529411,0.9863945578231292,0.9634146341463414,0.8666666666666667,0.8125,0.7942228557610213,0.9571828731492598,0.8478484473095016,4w51,3H2
0.8421052631578947,0.9888888888888889,0.9792387543252595,0.8421052631578947,0.8421052631578947,0.8309941520467836,0.9947368421052631,0.9529287378257629,4i92,ANP
0.0,0.8333333333333334,0.7225433526011561,0.0,0.0,-0.1609375683328815,0.4127536231884058,0.10947657321156956,6e5d,L6T
0.8636363636363636,0.905982905982906,0.8992805755395683,0.6333333333333333,0.7307692307692307,0.6828201488627126,0.9665889665889665,0.841267374921421,5h9a,HVD
0.5333333333333333,0.9912280701754386,0.9543010752688172,0.8421052631578947,0.6530612244897959,0.6487925583427097,0.9748538011695906,0.7985620469360388,4ic4,PIF
0.9047619047619048,0.9963898916967509,0.9899328859060402,0.95,0.926829268292683,0.9217435110628011,0.998452810727179,0.9812825542116161,1ezm,RDF
0.7142857142857143,0.9652173913043478,0.9508196721311475,0.5555555555555556,0.625,0.6045453843087797,0.984472049689441,0.8147711632348542,1s2o,GLC
0.6857142857142857,0.9333333333333333,0.864,0.8,0.7384615384615385,0.6508140266182865,0.9285714285714286,0.8575049963229359,1tvq,CHD
0.7692307692307693,0.9694656488549618,0.9363057324840764,0.8333333333333334,0.8,0.7630568117544185,0.966823253082795,0.887786307596892,2oy4,AXB
0.5555555555555556,0.9879725085910653,0.9688013136288999,0.6818181818181818,0.6122448979591837,0.5995631828355419,0.9817996690848925,0.7189033187124002,5nia,DJ3
0.0,0.9943181818181818,0.9562841530054644,0.0,0.0,-0.014782809899727065,0.3417207792207792,0.035693662465136944,1y1a,GSH
0.45454545454545453,0.9337748344370861,0.9012345679012346,0.3333333333333333,0.38461538461538464,0.3370315840005807,0.9163154726068633,0.455188774074223,3nx1,FER
0.40625,1.0,0.8137254901960784,1.0,0.5777777777777777,0.565263188178845,0.8214285714285714,0.7596313847032522,1kx9,BDD
0.8461538461538461,0.973741794310722,0.9668737060041408,0.6470588235294118,0.7333333333333333,0.72333706924766,0.9904898165292039,0.8569756855711511,5nzm,UPG
0.375,0.9570957095709571,0.9143730886850153,0.4090909090909091,0.391304347826087,0.3457235309507215,0.7187843784378438,0.27442530264924103,6ypk,AHK
0.7222222222222222,0.9756944444444444,0.9607843137254902,0.65,0.6842105263157895,0.6644128934683561,0.9849537037037036,0.8032752549244304,2cey,SLB
0.9230769230769231,0.9961240310077519,0.992619926199262,0.9230769230769231,0.9230769230769231,0.9192009540846751,0.9928443649373881,0.9393209354747813,1urp,RIP
0.47619047619047616,0.9029126213592233,0.8306451612903226,0.5,0.4878048780487805,0.38659294582905335,0.7905686546463246,0.5129510711199337,3fvj,TUD
0.8055555555555556,0.9851190476190477,0.967741935483871,0.8529411764705882,0.8285714285714286,0.8111867900921069,0.9893353174603174,0.9177806885700783,3ugk,NAI
0.85,0.9886363636363636,0.9811827956989247,0.8095238095238095,0.8292682926829268,0.819590307243974,0.9887784090909091,0.8585708065705803,3ugk,SHR
0.41935483870967744,0.9792452830188679,0.948306595365419,0.5416666666666666,0.4727272727272727,0.4500527761658556,0.9131466828971393,0.5863363389215951,2zku,JT1
0.782608695652174,0.9935483870967742,0.9836065573770492,0.8571428571428571,0.8181818181818182,0.8105352962661286,0.9940158952781674,0.9080959196140255,5za4,NGE
0.6521739130434783,0.989041095890411,0.9690721649484536,0.7894736842105263,0.7142857142857143,0.7016556812736802,0.9712924359737939,0.6883415463862492,4v38,C5P
0.0,0.997872340425532,0.9650205761316872,0.0,0.0,-0.008377996856209633,0.5333776595744681,0.03408994622662044,3p53,H0H
0.5217391304347826,0.89937106918239,0.8516483516483516,0.42857142857142855,0.47058823529411764,0.3878098759228237,0.8143286847142467,0.4824965784505239,2hq8,CTZ
0.5151515151515151,0.8650793650793651,0.7924528301886793,0.5,0.5074626865671642,0.3760929239508335,0.8376623376623377,0.5835236882974817,2w9t,NDP
0.7222222222222222,0.9432624113475178,0.9182389937106918,0.6190476190476191,0.6666666666666666,0.6227799899147889,0.9468085106382979,0.7370359542457467,2w9t,TOP
0.5833333333333334,0.9931972789115646,0.9622641509433962,0.875,0.7,0.6966877837957851,0.983843537414966,0.8634066658684132,4r72,F6P
0.1,0.9038461538461539,0.7741935483870968,0.16666666666666666,0.125,0.0047847437646934545,0.6038461538461538,0.26404055921076525,3qxw,MTX
0.2857142857142857,0.9527896995708155,0.8976377952755905,0.35294117647058826,0.3157894736842105,0.26283585793675956,0.8600040874718987,0.28408069841706984,3kje,ADP
0.8,0.9955156950672646,0.9831932773109243,0.9230769230769231,0.8571428571428571,0.8507145844099889,0.9907324364723468,0.9069951960664033,2lao,ORN
0.7619047619047619,0.9914893617021276,0.97265625,0.8888888888888888,0.8205128205128205,0.8086136641125637,0.9904761904761905,0.9214368261924653,4p0i,AQQ
0.5384615384615384,0.9602888086642599,0.9240924092409241,0.56,0.5490196078431373,0.5077119285856719,0.9437656206609275,0.5612408885651728,1j8f,AR6
0.5909090909090909,0.96415770609319,0.9368770764119602,0.5652173913043478,0.5777777777777777,0.5438415381424344,0.9635060280221571,0.7049432219699774,5uxa,GDP
0.5217391304347826,0.960431654676259,0.9269102990033222,0.5217391304347826,0.5217391304347826,0.4821707851110416,0.930716296527995,0.3979578584314472,5uxa,ERY
0.5384615384615384,0.986159169550173,0.9668874172185431,0.6363636363636364,0.5833333333333334,0.5683595865711458,0.9826989619377163,0.7783955488804986,6hb0,GZL
0.21052631578947367,0.9572649572649573,0.8529411764705882,0.4444444444444444,0.2857142857142857,0.23400006888697705,0.8403058929374718,0.46093113329325536,2fjy,PRZ
0.5,0.9532710280373832,0.9369369369369369,0.2857142857142857,0.36363636363636365,0.3475474895197784,0.8881100726895119,0.32274376335224203,5g1m,89A
0.8,0.9937106918238994,0.984984984984985,0.8571428571428571,0.8275862068965517,0.8202798828825555,0.9589098532494759,0.8439459567196793,5g1m,NAG
0.0,0.9678571428571429,0.8856209150326797,0.0,0.0,-0.053045761506955606,0.6436813186813186,0.11283746859053936,6rvm,ZI7
